image,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
./Car-Damage-Severity-Detection/CarDD-3/train/images/000959_jpg.rf.92c63e0fea99cb04f004e44b7025ddd1.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000960_jpg.rf.07728bbdb677207554a08723182eb77d.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000964_jpg.rf.b7e098c90bafe90103fa19a369ae015e.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000965_jpg.rf.13b5f941bd33010eb153aee093034efc.jpg,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000967_jpg.rf.9468414412e776843d2b8d160ff595b9.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000968_jpg.rf.fda8be125db557031e2288ee981f34eb.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000972_jpg.rf.f1389bfba9aa0affd0d6a3cb44db5a9c.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000974_jpg.rf.d868e2c2247dd41c79334ec7f6eb78a6.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000975_jpg.rf.b45cb7f35b69d0403f8a4af3c710f328.jpg,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000977_jpg.rf.2303cc407920d2cbfcca100bbb4fd417.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000978_jpg.rf.0e92a986c18d6385423ac4e38982c6b6.jpg,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000988_jpg.rf.49b4243b28fc948f1e4b5026cbdc0d08.jpg,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000989_jpg.rf.be2bf172acefb44efc7263b498063045.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000990_jpg.rf.30607e6dac21a7ee771b58301613c6c1.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000996_jpg.rf.f9027c6e15861129b5ce020eb76a38e5.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000997_jpg.rf.4f9d270c93f92c350c5b499a0f0c4cc2.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/000998_jpg.rf.b5f41266a096cab77f3c593ab79e8655.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001001_jpg.rf.ca6e232663dc3053e3177c9f689f1b84.jpg,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001002_jpg.rf.946badbd74a4f1e3336866c4ce866af2.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001005_jpg.rf.37adf99d44b878b33209a064ca572982.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001007_jpg.rf.0ca816d2c1c44c47fc751a296e55c9c0.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001012_jpg.rf.0cd6f91fb1a80874e2e50c3ecaeac375.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001014_jpg.rf.6754bca166a4b7ffba19f214ee2d13bf.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001015_jpg.rf.600e40d3e5b149096cc14ed72b68c081.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001020_jpg.rf.b15b78c284fac8a828de1e6da42be5b4.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001021_jpg.rf.a747eeb8a5f09871239b108e18bfcb95.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001022_jpg.rf.775844ae951fdb37fa7dd9af5893c827.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001027_jpg.rf.b977980132b11b9c6bece1dba28273c3.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001028_jpg.rf.d07bc0588677031364e21bf759ee31f6.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001031_jpg.rf.f3c2358acc59d1220ec7b8fbea815acc.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001032_jpg.rf.4e466e16318f59802a848d3ec598a2bd.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001035_jpg.rf.d44ad9dd41ac3e7d50918d48b9c330ed.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001036_jpg.rf.d608d0e1439d4a84c60fff042b5de5d3.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001037_jpg.rf.415448192f3a3d2f44f490eb7460325e.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001041_jpg.rf.b56a2c101fe2fd3d928c0f519578f546.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001047_jpg.rf.d9668a3356fcdc81adf244bf296d3dff.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001049_jpg.rf.c20eb51b29d2bafc458eea03c677db42.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001060_jpg.rf.cde4359ac824e2ee55d15145f7019569.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001061_jpg.rf.c07f8ec0eb24871dc0b0f6049ce8dd39.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001062_jpg.rf.798f6aaf65acc83fa5d496fb3b629934.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001065_jpg.rf.dc4419d3e9ac18dc20081939bd6b8dee.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001067_jpg.rf.f3d0284926b6e3c66058134c58f79cc2.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001068_jpg.rf.9d643ba70f04bc7b1b5fc8d7b3ad9714.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001069_jpg.rf.6b886481f53f6cd8b8db9dc3214bd437.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001075_jpg.rf.21cbb19d99c35eb4764c4122a5ed19a0.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001078_jpg.rf.70d8c2250aa700304c1fb389349570f5.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001083_jpg.rf.a65f65a1b25b27864209acede7967216.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001087_jpg.rf.0022380a49c3533959cce0ba38a7f5e4.jpg,1,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001088_jpg.rf.02e4e1a6b04a1c43522b1c6e7d9e54de.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001089_jpg.rf.816faff34cb9fe3c6aa2d028897b1fa8.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001094_jpg.rf.ec4312c33cf7fb6200ff9950eee89709.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001096_jpg.rf.2d022ce37be199bebaae48d67c0e9ed5.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001097_jpg.rf.d73542a8b7752fe58e192da38ba66ea7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001098_jpg.rf.1eab81516dfb15511f473a00d447e6f0.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001099_jpg.rf.34213ee31045946f44c06073345d89b7.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001100_jpg.rf.d840c5072f18a648356a811394e3417a.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001101_jpg.rf.28cee8207cfbc860814b6ae8e54f24ca.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001104_jpg.rf.e30c19a65a047ea1f21d9bc0c39f4f0c.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001105_jpg.rf.fa30682dfd7bd8b057f7922971bd1f5c.jpg,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001107_jpg.rf.745d36175782645737959c8229ca41ab.jpg,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001111_jpg.rf.73d88c10c7bb6a307eabb5b240ab3d89.jpg,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001113_jpg.rf.774abc36eae735f75db2fd5ddd110597.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001114_jpg.rf.9aa7c3e41d5f10e9c6f75b4d3d43fb9e.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001118_jpg.rf.c47c8efd2e373befcc54aec5c9642f70.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001122_jpg.rf.e079a2297f825817b509e8bac1c13533.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001124_jpg.rf.23e1451349823a833cb5b762c45b36a8.jpg,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001125_jpg.rf.5858901529f2ce8f892b17bd373c1bd7.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001132_jpg.rf.3b54f88afdaf36a24f11269a2e4c7c0a.jpg,1,0,0,1,1,0,1,0,0,0,0,3,0,0,1,1,0,3,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001133_jpg.rf.1882318eeb6195d9469c4785351faa31.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001134_jpg.rf.9ac31f49fa50c8354bc1967a71ebeae7.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001140_jpg.rf.5931737696fadefc64648af2f636831b.jpg,1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001142_jpg.rf.36716ee572be91b91ff6e9bb8975a8c3.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001145_jpg.rf.5e3aa712dab32d97f052f4d6d8d9cac3.jpg,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001148_jpg.rf.1e8fe02f33b99d42c894a970e846a560.jpg,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001150_jpg.rf.24211f283b3cff6b160ab59e4af93a5f.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001154_jpg.rf.770f0192e117e87371cb5644dcfd09e4.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001155_jpg.rf.be3ba47419f4cd1569006aef70df6b1e.jpg,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001157_jpg.rf.e5f4f7dbfc947b90cdb674b0f5f04f97.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001159_jpg.rf.33060b5d20d351b36ff4ea84278c1f99.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001165_jpg.rf.c6739d31805a7620a442dab6fad7e41a.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001168_jpg.rf.c7b0a6e3096e358c3bc7e509050d0cce.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001171_jpg.rf.606689db910c0f526a1b595979f0c637.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001175_jpg.rf.17a6d65cc503ab45263e789c58871815.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001183_jpg.rf.94185b63651b38beff2cbbebfaf4004a.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001184_jpg.rf.763a10aa668f69c84bef77e8e4363733.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001185_jpg.rf.2e6719500aa1fee74b39b8538efd6ead.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001186_jpg.rf.bbdae4ba00d0d80a8d990f44142fac79.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001187_jpg.rf.fa5388fcf9ebbdd9d051bc1b84053e24.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001189_jpg.rf.311be3a617dd764a59a0b258cae95a0e.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001191_jpg.rf.e5d84c65b03d39c16cd6f09a1fb9ec9f.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001192_jpg.rf.14eb0b12e3d358a141825cfbf28ef5c7.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001194_jpg.rf.a9709b72adc4a6bafd13a51f75cd9e48.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001202_jpg.rf.56d50d5da2a1b2ac377dc78005206d48.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001210_jpg.rf.90adf7181dca4557d5fb6cfe92b3329d.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001212_jpg.rf.10aa32e452b3f52a54ebd5a0ff7068fb.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001214_jpg.rf.67355024925fe94f10f1060a83686a2d.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001216_jpg.rf.67c35fd3091f81654c472accb20d75cb.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001217_jpg.rf.8dfd98982aeb660a45eb0ac6bbbfcbb0.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001220_jpg.rf.71d24baecb634aaa28d98f3ad0ba9917.jpg,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001224_jpg.rf.d7389d3e39b96b7cac1fdbc78730eec9.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001230_jpg.rf.c7ce7fbd1b02aae80f3faccf5de34b7b.jpg,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001233_jpg.rf.e31420923c733385a47280ab26f247a0.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001236_jpg.rf.3d6e3063c16dbfce8d400ab203a76d3f.jpg,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001246_jpg.rf.ccf1572e4bbb5ed819756092006cc9b6.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001247_jpg.rf.db12bfd7ac2df7885faa191b086266ba.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001248_jpg.rf.1cca55c49adcb1bdd5278bcb8a9043d1.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001254_jpg.rf.23ad83da02079108e8e7b42c7925972d.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001255_jpg.rf.0e4cadd2fda4aa3374414ec942d9cbcc.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001257_jpg.rf.6abb235c673d91d875766f5197f7799e.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001261_jpg.rf.5725656f5cddf7c447aee2968ad4019e.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001263_jpg.rf.95707ea8b018e81f6046bda7b8cccdf8.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001266_jpg.rf.1dd92dd8366a6ac0930ad1d685d0da6b.jpg,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001270_jpg.rf.bf0ec2eb8164b5e7097d559d17dbbcb8.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001272_jpg.rf.0a8c9b041d2e2ffabf2625a621c5a007.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001275_jpg.rf.8f69071063183163e9e0861a81128e67.jpg,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001282_jpg.rf.3e6cb75cc5a0bfdacd847d49711204ab.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001289_jpg.rf.fbad04a62bfe98f78d965ccc8098ea42.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001290_jpg.rf.7071f84f6d4f838dbe8674a5b045efe8.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001292_jpg.rf.6854fb4018b0940e6c263fdaf6341229.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001297_jpg.rf.58dce515b4f6190d8f8d9df5856b7052.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001298_jpg.rf.aa07f1ac6766add720e2d50b3e1c1886.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001300_jpg.rf.f67e6c3b7a6b60812a3e9ab4f3193d57.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001302_jpg.rf.1f7b1b9cafa284682b5c50d80394fb39.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001305_jpg.rf.d5a7138ecb765fdbc9b9c7dedfa87fd9.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001308_jpg.rf.2107b39c5eb8eff31ba83386ddf631f2.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001309_jpg.rf.2a8f7c52bdb840396092edac491bc571.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001311_jpg.rf.95709f5b35de5ee5e7d51b82fefdd1ce.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001312_jpg.rf.0b1297298424732bf7b85829e6d09014.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
./Car-Damage-Severity-Detection/CarDD-3/train/images/001313_jpg.rf.28b8014ce45f8db512a07c661753d682.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
